ID,Case_Number,Date_Time,Block,IUCR,Primary_Type,Description,Location_Description,Arrest,Domestic,Beat,District,Ward,Community_Area,FBI_Code,Latitude,Longitude
9921650,HY131685,01/28/2015 12:17:41 PM,024XX W PETERSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,YES,NO,2413,24.0,40,2,18,41.990597702,-87.691785262
9932715,HY141414,02/06/2015 03:00:58 AM,013XX W ROSEDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,2013,20.0,48,77,14,41.988902488,-87.664501655
9926240,HY136420,02/01/2015 03:00:53 PM,092XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,NO,NO,633,6.0,9,44,08A,41.727327181,-87.604746551
9933730,HY144307,02/08/2015 08:00:40 AM,041XX W 25TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1013,10.0,22,30,14,41.845030236,-87.726661421
9933445,HY143899,02/08/2015 01:45:46 AM,0000X W GRAND AVE,0460,BATTERY,SIMPLE,BAR OR TAVERN,NO,NO,1831,18.0,42,8,08B,41.891556624,-87.628217766
9925562,HY135322,01/27/2015 03:30:30 PM,007XX W 71ST ST,0560,ASSAULT,SIMPLE,APARTMENT,NO,NO,732,7.0,6,68,08A,41.765136354,-87.641743932
9920330,HY130415,01/27/2015 12:00:28 PM,062XX S ARTESIAN AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,YES,NO,825,8.0,15,66,26,41.780430319,-87.685041098
9925611,HY135356,01/31/2015 11:50:22 AM,032XX N MILWAUKEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,1732,17.0,31,21,07,41.940642178,-87.72661972
9926761,HY137303,02/01/2015 08:00:43 PM,075XX S SANGAMON ST,0810,THEFT,OVER $500,STREET,NO,NO,621,6.0,17,71,06,41.757511787,-87.648005142
9933703,HY144066,02/08/2015 08:30:43 AM,042XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1132,11.0,28,26,08B,41.876904863,-87.731368541
9932547,HY142446,02/06/2015 09:05:50 PM,032XX W WABANSIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,NO,1422,14.0,26,23,08B,41.912023509,-87.708866548
9927018,HY137683,02/01/2015 11:00:14 AM,038XX W PALMER ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,NO,NO,2525,25.0,30,22,05,41.920974097,-87.723469685
9937095,HY146897,02/05/2015 12:00:16 PM,092XX S JEFFERY AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",NO,NO,413,4.0,8,48,08B,41.726802005,-87.57531755
9932803,HY142903,02/06/2015 07:40:52 AM,047XX W MARQUETTE RD,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,STREET,NO,NO,833,8.0,13,65,08B,41.771050563,-87.739932937
9929210,HY139379,02/04/2015 12:50:29 PM,005XX N WALLER AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",YES,NO,1512,15.0,29,25,08B,41.890401583,-87.767634493
9932582,HY142596,02/06/2015 10:35:15 PM,052XX N KEDZIE AVE,1670,GAMBLING,GAME/AMUSEMENT DEVICE,RESTAURANT,YES,NO,1712,17.0,39,13,19,41.976383523,-87.708844995
9915888,HY126010,01/23/2015 04:14:47 PM,0000X E 111TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,531,5.0,9,49,18,41.691584854,-87.621783513
9926210,HY136558,01/31/2015 10:00:38 PM,012XX S SAWYER AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,NO,NO,1022,10.0,24,29,17,41.86584541,-87.706720537
9926762,HY137183,02/01/2015 03:00:10 PM,029XX N CLARK ST,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,NO,NO,1934,19.0,44,6,06,41.934896043,-87.646756221
9925699,HY135810,01/31/2015 09:15:48 PM,047XX W 63RD ST,0860,THEFT,RETAIL THEFT,GAS STATION,NO,NO,813,8.0,13,64,06,41.778561278,-87.74038065
9925764,HY135863,01/31/2015 10:00:33 PM,028XX E 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,YES,YES,421,4.0,7,43,08B,41.75663818,-87.554002565
9928049,HY138471,02/03/2015 04:48:59 PM,102XX S PRINCETON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,511,5.0,9,49,18,41.707171771,-87.630562152
9926991,HY137572,02/02/2015 10:40:26 AM,052XX W CONGRESS PKWY,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,NO,NO,1522,15.0,29,25,05,41.873830036,-87.755157207
9923197,HY133360,01/29/2015 07:50:25 PM,031XX W LEXINGTON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,YES,NO,1134,11.0,24,27,18,41.87199644,-87.703921428
9916974,HY127187,01/23/2015 12:00:34 PM,026XX S HAMLIN AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1031,10.0,22,30,06,41.844129422,-87.719814301
9938597,HY148208,02/05/2015 07:00:17 PM,016XX W 79TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,NO,NO,611,6.0,21,71,06,41.750235338,-87.664078863
9918734,HY129238,01/25/2015 10:30:15 PM,029XX W 60TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,823,8.0,15,66,07,41.784412462,-87.697346516
9916617,HY126874,01/24/2015 08:56:58 AM,0000X S LARAMIE AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,YES,NO,1522,15.0,29,25,26,41.880002078,-87.755200719
9925818,HY135953,02/01/2015 01:08:50 AM,034XX S CALIFORNIA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,GAS STATION,NO,NO,911,9.0,12,58,04B,41.832099029,-87.694728112
9915348,HY125434,01/23/2015 09:06:55 AM,004XX N LECLAIRE AVE,0810,THEFT,OVER $500,APARTMENT,NO,YES,1532,15.0,28,25,06,41.888590322,-87.752776509
9932314,HY142320,02/06/2015 07:20:45 PM,005XX N LAVERGNE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,1532,15.0,37,25,18,41.891127796,-87.750421349
9933404,HY143880,02/08/2015 12:18:38 AM,001XX N CENTRAL AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,YES,NO,1523,15.0,29,25,24,41.882994612,-87.76480609
9924455,HY133852,01/30/2015 09:45:25 AM,050XX S HOMAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"SCHOOL, PUBLIC, BUILDING",YES,NO,821,8.0,14,63,15,41.801133332,-87.708836773
9923326,HY133505,01/29/2015 08:30:26 AM,065XX N KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,2412,24.0,50,2,14,42.000037797,-87.709220792
9918094,HY128138,01/25/2015 12:30:53 PM,010XX N HARDING AVE,0810,THEFT,OVER $500,APARTMENT,NO,YES,1112,,27,23,06,,
9921912,HY131833,01/28/2015 05:30:29 AM,036XX N ASHLAND AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,NO,NO,1922,19.0,47,6,05,41.947573562,-87.669017828
9934073,HY144730,02/08/2015 10:20:45 PM,052XX W LAKE ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,YES,NO,1523,15.0,28,25,18,41.887164115,-87.756748379
9922315,HY131735,01/28/2015 01:13:48 PM,010XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SMALL RETAIL STORE,NO,YES,1822,18.0,32,8,08B,41.903669403,-87.653658985
9917960,HY128732,01/25/2015 11:30:45 PM,087XX S LAFAYETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,NO,NO,634,6.0,21,44,08B,41.736060832,-87.625583193
9922550,HY132647,01/27/2015 04:00:35 AM,012XX S KOLIN AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,NO,NO,1011,10.0,24,29,06,41.865210895,-87.733857215
9920541,HY130542,01/27/2015 01:45:26 PM,032XX N CENTRAL PARK AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,NO,NO,1732,17.0,35,21,06,41.940465112,-87.717586881
9932684,HY142722,02/07/2015 03:00:40 AM,014XX W BALMORAL AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,NO,YES,2013,20.0,48,77,04A,41.979758604,-87.666822427
9923323,HY133511,01/29/2015 10:25:58 PM,090XX S MAY ST,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,YES,NO,2222,22.0,21,73,26,41.728944019,-87.651778164
9919023,HY129365,01/26/2015 01:13:27 PM,103XX S MICHIGAN AVE,0860,THEFT,RETAIL THEFT,PARKING LOT/GARAGE(NON.RESID.),YES,NO,512,5.0,9,49,06,41.707136412,-87.620366899
9933964,HY144563,02/08/2015 06:20:51 PM,087XX S COMMERCIAL AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,YES,NO,423,4.0,10,46,18,41.73719478,-87.551574007
9917423,HY128016,01/25/2015 01:00:58 AM,035XX N CLARK ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,NO,NO,1924,19.0,44,6,06,41.946061631,-87.655425442
9916381,HY126529,01/23/2015 11:15:17 PM,103XX S PEORIA ST,0560,ASSAULT,SIMPLE,RESIDENCE,YES,NO,2232,22.0,34,73,08A,41.705912229,-87.645089001
9926158,HY136506,01/24/2015 11:00:39 AM,022XX N NARRAGANSETT AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,NO,NO,2512,25.0,29,19,26,41.920453856,-87.78519738
9924653,HY134316,01/30/2015 04:20:31 PM,056XX W NORTH AVE,0460,BATTERY,SIMPLE,SIDEWALK,NO,NO,2531,25.0,29,25,08B,41.909475352,-87.766782797
9916620,HY126856,01/24/2015 10:09:37 AM,077XX S BISHOP ST,0610,BURGLARY,FORCIBLE ENTRY,DRIVEWAY - RESIDENTIAL,YES,NO,612,6.0,17,71,05,41.753859498,-87.660138113
9917220,HY127763,01/25/2015 12:30:18 AM,045XX W CONGRESS PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,YES,YES,1131,11.0,24,26,08B,41.87429382,-87.73903031
9921180,HY131227,01/28/2015 12:30:36 AM,008XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,SIDEWALK,NO,NO,723,7.0,6,68,08A,41.772354739,-87.645090381
9933264,HY143538,02/07/2015 06:45:41 PM,075XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,YES,NO,411,4.0,5,43,06,41.757760871,-87.586267502
9923474,HY133169,01/29/2015 05:00:39 PM,073XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,735,7.0,17,67,08B,41.759698348,-87.670819843
9925607,HY135656,01/31/2015 04:00:22 PM,042XX W 47TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),NO,NO,815,8.0,23,57,06,41.807673864,-87.730582918
9935253,HY145536,02/07/2015 06:00:25 PM,034XX W CULLOM AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1723,17.0,33,16,14,41.95941708,-87.713584426
9935216,HY145539,02/07/2015 02:00:53 PM,053XX N MELVINA AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,NO,NO,1622,16.0,45,11,11,41.977658404,-87.783747215
9939237,HY149169,02/01/2015 12:01:42 AM,056XX S SAYRE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,NO,NO,811,8.0,23,56,11,41.789328681,-87.796502543
9934425,HY144463,02/08/2015 04:30:51 PM,096XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,511,5.0,8,50,08B,41.71944539,-87.596978619
9924579,HY134288,01/30/2015 03:55:44 PM,034XX W SUNNYSIDE AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,YES,NO,1723,17.0,33,14,26,41.962837754,-87.713841749
9915389,HY125608,01/23/2015 10:40:15 AM,021XX S CHINA PL,0810,THEFT,OVER $500,STREET,NO,NO,914,9.0,25,34,06,41.854073401,-87.63412451
9924625,HY134205,01/30/2015 02:00:16 PM,024XX W HARRISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,NO,NO,1135,11.0,2,28,03,41.873981718,-87.687819718
9924420,HY134081,01/30/2015 10:18:24 AM,071XX S MAY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,NO,NO,733,7.0,17,68,15,41.763735451,-87.653015559
9930618,HY140592,02/05/2015 12:45:29 PM,056XX S THROOP ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,YES,NO,713,7.0,16,67,18,41.790973566,-87.657370042
9929681,HY140029,02/04/2015 07:07:33 PM,058XX W MELROSE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,NO,YES,1633,16.0,38,15,26,41.939525833,-87.772048513
9916942,HY127427,01/24/2015 06:46:30 PM,007XX W 61ST ST,0560,ASSAULT,SIMPLE,SIDEWALK,NO,NO,711,7.0,16,68,08A,41.783279767,-87.644632569
9921799,HY131828,01/28/2015 02:45:13 PM,102XX S CHARLES ST,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,NO,NO,2213,22.0,21,72,14,41.707998048,-87.658998059
9933210,HY143391,02/07/2015 10:00:46 AM,007XX W 31ST ST,0890,THEFT,FROM BUILDING,APARTMENT,NO,NO,914,9.0,11,60,06,41.83816493,-87.645486594
9926882,HY137506,02/02/2015 05:55:53 PM,080XX S BURNHAM AVE,0560,ASSAULT,SIMPLE,RESIDENCE,YES,NO,422,4.0,7,46,08A,41.749358911,-87.556633861
9933390,HY143817,02/08/2015 12:40:55 AM,035XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,YES,NO,1924,19.0,44,6,14,41.94637597,-87.655679424
9920245,HY129396,01/26/2015 07:50:59 AM,076XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS STOP,NO,YES,621,6.0,17,71,08B,41.755903587,-87.644327932
9922104,HY132306,01/28/2015 09:15:44 PM,056XX S WABASH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,225,2.0,20,40,18,41.792689005,-87.624183151
9921566,HY131316,01/27/2015 11:00:45 PM,044XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1724,17.0,33,14,06,41.962403013,-87.710584624
9920813,HY130727,01/27/2015 07:00:54 AM,017XX W FULTON ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,NO,NO,1215,12.0,27,28,06,41.886752025,-87.671183413
9922203,HY132293,01/28/2015 08:30:37 PM,034XX W HARRISON ST,0820,THEFT,$500 AND UNDER,STREET,NO,NO,1133,11.0,24,27,06,41.873736601,-87.71102751
9929517,HY139453,02/03/2015 06:15:45 PM,063XX S HALSTED ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,NO,NO,723,7.0,20,68,03,41.779565774,-87.644928954
9921359,HY131377,01/27/2015 09:58:57 PM,056XX S HONORE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,NO,NO,715,7.0,15,67,26,41.791656234,-87.670443192
9931044,HY140994,02/05/2015 06:00:27 PM,038XX W FULLERTON AVE,031A,ROBBERY,ARMED: HANDGUN,DEPARTMENT STORE,NO,NO,2525,25.0,35,22,03,41.924420606,-87.722907716
9921702,HY131327,01/28/2015 06:40:40 AM,061XX S KEDZIE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,YES,NO,823,8.0,15,66,04B,41.782470963,-87.703089135
9927050,HY137702,02/02/2015 12:00:49 PM,0000X E 90TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,NO,NO,634,6.0,6,44,14,41.731025324,-87.621190881
9923064,HY133116,01/29/2015 03:30:50 PM,109XX S CHURCH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,YES,YES,2212,22.0,19,75,08B,41.694727479,-87.662922711
9915831,HY125736,01/23/2015 09:48:15 AM,014XX W 87TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,NO,NO,2222,22.0,21,71,26,41.735744268,-87.658726217
9925501,HY135525,01/31/2015 02:30:31 PM,021XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,YES,NO,1432,14.0,32,22,06,41.920350726,-87.670887608
9930323,HY140491,02/05/2015 08:30:30 AM,031XX N SHERIDAN RD,0810,THEFT,OVER $500,APARTMENT,NO,NO,1934,19.0,44,6,06,41.937830603,-87.639616522
9917474,HY128099,01/24/2015 10:00:41 AM,069XX W WELLINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,2511,25.0,36,18,14,41.93456338,-87.800663202
9916291,HY126521,01/23/2015 11:40:26 PM,034XX W MELROSE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,YES,NO,1732,17.0,35,21,14,41.940293056,-87.713152152
9930909,HY141002,02/05/2015 05:45:14 PM,047XX W ADAMS ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,YES,NO,1113,11.0,28,25,26,41.878178127,-87.742985771
9924536,HY134212,01/29/2015 02:00:28 PM,070XX N RIDGE BLVD,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,NO,NO,2424,24.0,49,1,11,42.009878568,-87.682072565
9923963,HY133788,01/30/2015 09:05:18 AM,069XX S MERRILL AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",NO,NO,331,3.0,5,43,08A,41.768649989,-87.572845613
9929779,HY140155,02/05/2015 03:05:15 AM,066XX S GREEN ST,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,YES,YES,723,7.0,16,68,04B,41.773537409,-87.645986906
9926711,HY136686,02/01/2015 10:26:31 PM,048XX W BELLE PLAINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,NO,NO,1624,,45,15,14,,
9926226,HY136637,02/01/2015 04:40:45 AM,013XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,NO,YES,1433,14.0,32,24,08B,41.910612108,-87.661083642
9921132,HY131203,01/27/2015 10:36:46 PM,042XX W WILCOX ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,NO,NO,1115,11.0,28,26,15,41.878907189,-87.731705936
9932854,HY143034,02/07/2015 11:00:44 AM,101XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,2232,22.0,34,73,08B,41.709455301,-87.651559225
9926964,HY137613,02/02/2015 07:29:36 PM,003XX W 83RD ST,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,YES,NO,622,6.0,21,44,18,41.743620003,-87.633869445
9917452,HY128075,01/23/2015 04:30:57 PM,008XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,NO,NO,1832,18.0,42,8,06,41.896760495,-87.62834785
9933806,HY144354,02/08/2015 08:35:29 AM,025XX W CERMAK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,NO,NO,1023,10.0,25,31,14,41.852100528,-87.689063837
9927715,HY138088,02/03/2015 11:30:11 AM,025XX S KILDARE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",YES,NO,1013,10.0,22,30,18,41.845592148,-87.731229083
9921444,HY131432,01/27/2015 03:55:18 PM,002XX N LAVERGNE AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",NO,NO,1532,15.0,28,25,06,41.884898663,-87.750481647
9933670,HY144187,02/08/2015 12:00:10 PM,022XX W AINSLIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,2031,20.0,47,4,14,41.970584543,-87.685970086
9919010,HY129373,01/26/2015 02:20:18 PM,082XX S PULASKI RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,YES,NO,834,8.0,13,70,18,41.742436822,-87.721834951
9933707,HY144011,02/07/2015 09:00:39 PM,038XX W CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,NO,NO,1112,11.0,27,23,14,41.89550739,-87.722914993
9921499,HY131479,01/28/2015 09:30:42 AM,073XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,NO,YES,735,7.0,17,67,08B,41.760440956,-87.672058393
9926092,HY136408,02/01/2015 12:30:51 PM,057XX S CHRISTIANA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,NO,NO,822,8.0,14,63,05,41.789590539,-87.7072657
9924513,HY134161,01/30/2015 02:15:14 PM,014XX S KEDZIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,YES,NO,1022,10.0,24,29,18,41.862170724,-87.705691807
9930743,HY140586,02/05/2015 12:00:44 PM,018XX S UNION AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",YES,NO,1235,12.0,25,31,08A,41.857396096,-87.644928156
9916784,HY127028,01/24/2015 01:25:23 PM,018XX W GARFIELD BLVD,0460,BATTERY,SIMPLE,SIDEWALK,NO,NO,932,9.0,16,61,08B,41.794077126,-87.669567462
9933660,HY144210,02/08/2015 02:00:54 AM,032XX N KEATING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,1731,17.0,30,15,14,41.939184942,-87.745066086
9917361,HY127836,01/25/2015 02:15:41 AM,013XX S INDEPENDENCE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,NO,YES,1011,10.0,24,29,08B,41.863333698,-87.719289328
9939362,HY149654,02/02/2015 12:00:21 AM,027XX N MEADE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,NO,NO,2512,25.0,29,19,26,41.929915312,-87.778207471
9918758,HY129243,01/26/2015 12:30:32 AM,022XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,NO,NO,132,1.0,2,33,06,41.851775207,-87.623629983
9917802,HY128574,01/25/2015 06:22:16 PM,039XX W LEXINGTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,YES,NO,1132,11.0,24,26,18,41.871538546,-87.723837029
9922956,HY132875,01/28/2015 09:00:58 PM,028XX N CENTRAL PARK AVE,0810,THEFT,OVER $500,RESIDENCE-GARAGE,NO,NO,1412,14.0,35,21,06,41.933862624,-87.71709544
9929784,HY140088,02/04/2015 11:40:49 PM,003XX E WACKER DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,114,1.0,42,32,08B,41.887499566,-87.618721199
9917934,HY128721,01/25/2015 02:00:10 PM,052XX W MONTROSE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,NO,NO,1623,16.0,45,15,06,41.960686413,-87.759266397
9933658,HY144201,02/07/2015 11:00:58 PM,060XX S ALBANY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,NO,NO,823,8.0,16,66,14,41.783280986,-87.700675937
9917995,HY127742,01/25/2015 12:25:45 AM,021XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,NO,NO,131,,3,33,14,,
9933881,HY144473,02/08/2015 04:00:28 PM,006XX W HARRISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER COMMERCIAL TRANSPORTATION,YES,NO,124,1.0,2,28,18,41.874463711,-87.64374264
9930524,HY140432,02/05/2015 10:40:31 AM,049XX W SUPERIOR ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,NO,NO,1531,15.0,37,25,04A,41.893921456,-87.748805587
9917640,HY128159,01/25/2015 01:00:32 AM,042XX W ROSCOE ST,0810,THEFT,OVER $500,STREET,NO,NO,1731,17.0,30,16,06,41.942770814,-87.732715888
9932810,HY142935,02/07/2015 10:40:51 AM,061XX S INDIANA AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,NO,NO,311,3.0,20,40,03,41.783671706,-87.620703943
9928953,HY139223,02/04/2015 09:30:54 AM,039XX W BARRY AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,"SCHOOL, PUBLIC, BUILDING",YES,NO,2523,25.0,31,21,18,41.937382945,-87.726790279
9939060,HY149197,01/28/2015 09:00:50 AM,115XX S PARNELL AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,NO,NO,524,5.0,34,53,26,41.684318572,-87.636229076
9917476,HY128107,01/23/2015 05:05:19 PM,025XX N CLYBOURN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,NO,NO,1931,19.0,32,7,11,41.928618936,-87.673723595
9923809,HY133811,01/30/2015 09:00:14 AM,016XX N CICERO AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,NO,NO,2533,25.0,37,25,04A,41.909718048,-87.746262509
9927812,HY137809,02/03/2015 07:58:16 AM,008XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1112,11.0,27,23,08B,41.896868802,-87.719875431
9925127,HY134999,01/30/2015 11:30:34 PM,060XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,NO,NO,714,7.0,15,67,07,41.783618743,-87.673873575
9924472,HY134075,01/30/2015 01:30:45 PM,031XX S KOSTNER AVE,0810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",NO,NO,1031,10.0,22,30,06,41.835980753,-87.734192455
9936980,HY146861,01/26/2015 02:00:45 PM,0000X W WASHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GOVERNMENT BUILDING/PROPERTY,NO,NO,111,1.0,42,32,08B,41.883322741,-87.629817609
9933339,HY143696,02/07/2015 09:30:20 PM,016XX W DIVISION ST,2022,NARCOTICS,POSS: COCAINE,BAR OR TAVERN,YES,NO,1213,12.0,1,24,18,41.903204228,-87.669367762
9928186,HY138743,02/03/2015 07:21:44 PM,053XX W DRUMMOND PL,0560,ASSAULT,SIMPLE,STREET,YES,NO,2514,25.0,31,19,08A,41.928523522,-87.760238378
9917985,HY128770,01/25/2015 07:42:14 PM,084XX S MUSKEGON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,NO,NO,423,4.0,7,46,14,41.741954004,-87.555301397
9921708,HY131720,01/28/2015 12:50:47 PM,048XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,NO,YES,1533,15.0,24,25,08B,41.876655103,-87.746741453
